capture_id,timestamp,plant_id,camera_lux,image_label,image_confidence,image_risk,sensor_label,sensor_confidence,sensor_risk,tested_image_weight,tested_sensor_weight,tested_fusion_risk,tested_fusion_label,tested_fusion_confidence,fusion_follows
CAP_20260830_143004,2026-08-30 14:30:04,P12,300.9665832519531,healthy,0.9904571175575256,0.009542882442474365,unhealthy,0.9933333333333333,0.9933333333333333,0.1,0.9,0.8949542882442475,unhealthy,0.8949542882442475,sensor
CAP_20260830_144503,2026-08-30 14:45:03,P01,1453.8948974609375,healthy,0.9913181066513062,0.008681893348693848,unhealthy,0.9933333333333333,0.9933333333333333,0.1,0.9,0.8948681893348694,unhealthy,0.8948681893348694,sensor
CAP_20260830_144503,2026-08-30 14:45:03,P02,1453.8948974609375,healthy,0.9351744055747986,0.06482559442520142,unhealthy,0.9933333333333333,0.9933333333333333,0.1,0.9,0.9004825594425202,unhealthy,0.9004825594425202,sensor
CAP_20260830_144503,2026-08-30 14:45:03,P05,1453.8948974609375,healthy,0.9089058041572571,0.09109419584274292,unhealthy,0.9933333333333333,0.9933333333333333,0.1,0.9,0.9031094195842743,unhealthy,0.9031094195842743,sensor
CAP_20260830_144503,2026-08-30 14:45:03,P06,1453.8948974609375,healthy,0.9846801161766052,0.015319883823394775,unhealthy,0.9933333333333333,0.9933333333333333,0.1,0.9,0.8955319883823395,unhealthy,0.8955319883823395,sensor
CAP_20260830_144503,2026-08-30 14:45:03,P07,1453.8948974609375,healthy,0.889551043510437,0.11044895648956299,unhealthy,0.9933333333333333,0.9933333333333333,0.1,0.9,0.9050448956489563,unhealthy,0.9050448956489563,sensor
CAP_20260830_144503,2026-08-30 14:45:03,P09,1453.8948974609375,healthy,0.9952568411827087,0.00474315881729126,unhealthy,0.9933333333333333,0.9933333333333333,0.1,0.9,0.8944743158817291,unhealthy,0.8944743158817291,sensor
CAP_20260830_144503,2026-08-30 14:45:03,P10,1453.8948974609375,healthy,0.8617987036705017,0.1382012963294983,unhealthy,0.9933333333333333,0.9933333333333333,0.1,0.9,0.9078201296329499,unhealthy,0.9078201296329499,sensor
CAP_20260830_144503,2026-08-30 14:45:03,P11,1453.8948974609375,healthy,0.8925620913505554,0.10743790864944458,unhealthy,0.9933333333333333,0.9933333333333333,0.1,0.9,0.9047437908649445,unhealthy,0.9047437908649445,sensor
CAP_20260830_144503,2026-08-30 14:45:03,P12,1453.8948974609375,healthy,0.6830303072929382,0.31696969270706177,unhealthy,0.9933333333333333,0.9933333333333333,0.1,0.9,0.9256969692707062,unhealthy,0.9256969692707062,sensor
CAP_20260830_150004,2026-08-30 15:00:04,P01,149.5739288330078,healthy,0.9973428845405579,0.0026571154594421387,unhealthy,0.98,0.98,0.1,0.9,0.8822657115459442,unhealthy,0.8822657115459442,sensor
CAP_20260830_150004,2026-08-30 15:00:04,P02,149.5739288330078,healthy,0.9999990463256836,9.5367431640625e-07,unhealthy,0.98,0.98,0.1,0.9,0.8820000953674316,unhealthy,0.8820000953674316,sensor
CAP_20260830_150004,2026-08-30 15:00:04,P03,149.5739288330078,healthy,0.9994459748268127,0.0005540251731872559,unhealthy,0.98,0.98,0.1,0.9,0.8820554025173187,unhealthy,0.8820554025173187,sensor
CAP_20260830_150004,2026-08-30 15:00:04,P04,149.5739288330078,healthy,0.8105913996696472,0.18940860033035278,unhealthy,0.98,0.98,0.1,0.9,0.9009408600330353,unhealthy,0.9009408600330353,sensor
CAP_20260830_150004,2026-08-30 15:00:04,P05,149.5739288330078,healthy,0.9986288547515869,0.001371145248413086,unhealthy,0.98,0.98,0.1,0.9,0.8821371145248413,unhealthy,0.8821371145248413,sensor
CAP_20260830_150004,2026-08-30 15:00:04,P06,149.5739288330078,healthy,0.9998735189437866,0.0001264810562133789,unhealthy,0.98,0.98,0.1,0.9,0.8820126481056213,unhealthy,0.8820126481056213,sensor
CAP_20260830_150004,2026-08-30 15:00:04,P07,149.5739288330078,healthy,0.9991520643234253,0.000847935676574707,unhealthy,0.98,0.98,0.1,0.9,0.8820847935676575,unhealthy,0.8820847935676575,sensor
CAP_20260830_150004,2026-08-30 15:00:04,P08,149.5739288330078,healthy,0.8982989192008972,0.10170108079910278,unhealthy,0.98,0.98,0.1,0.9,0.8921701080799103,unhealthy,0.8921701080799103,sensor
CAP_20260830_150004,2026-08-30 15:00:04,P09,149.5739288330078,healthy,0.9615964889526367,0.03840351104736328,unhealthy,0.98,0.98,0.1,0.9,0.8858403511047364,unhealthy,0.8858403511047364,sensor
CAP_20260830_150004,2026-08-30 15:00:04,P10,149.5739288330078,healthy,0.9869978427886963,0.013002157211303711,unhealthy,0.98,0.98,0.1,0.9,0.8833002157211304,unhealthy,0.8833002157211304,sensor
CAP_20260830_150004,2026-08-30 15:00:04,P11,149.5739288330078,healthy,0.9973752498626709,0.0026247501373291016,unhealthy,0.98,0.98,0.1,0.9,0.8822624750137329,unhealthy,0.8822624750137329,sensor
CAP_20260830_150004,2026-08-30 15:00:04,P12,149.5739288330078,healthy,0.7531505823135376,0.2468494176864624,unhealthy,0.98,0.98,0.1,0.9,0.9066849417686462,unhealthy,0.9066849417686462,sensor
CAP_20260830_151503,2026-08-30 15:15:03,P01,214.751708984375,healthy,0.9992382526397705,0.0007617473602294922,unhealthy,0.9833333333333333,0.9833333333333333,0.1,0.9,0.885076174736023,unhealthy,0.885076174736023,sensor
CAP_20260830_151503,2026-08-30 15:15:03,P02,214.751708984375,healthy,0.9999995231628418,4.76837158203125e-07,unhealthy,0.9833333333333333,0.9833333333333333,0.1,0.9,0.8850000476837159,unhealthy,0.8850000476837159,sensor
CAP_20260830_151503,2026-08-30 15:15:03,P03,214.751708984375,healthy,0.9993804693222046,0.0006195306777954102,unhealthy,0.9833333333333333,0.9833333333333333,0.1,0.9,0.8850619530677796,unhealthy,0.8850619530677796,sensor
CAP_20260830_151503,2026-08-30 15:15:03,P04,214.751708984375,healthy,0.7725925445556641,0.22740745544433594,unhealthy,0.9833333333333333,0.9833333333333333,0.1,0.9,0.9077407455444336,unhealthy,0.9077407455444336,sensor
CAP_20260830_151503,2026-08-30 15:15:03,P05,214.751708984375,healthy,0.9996817111968994,0.00031828880310058594,unhealthy,0.9833333333333333,0.9833333333333333,0.1,0.9,0.8850318288803101,unhealthy,0.8850318288803101,sensor
CAP_20260830_151503,2026-08-30 15:15:03,P06,214.751708984375,healthy,0.9999567270278931,4.3272972106933594e-05,unhealthy,0.9833333333333333,0.9833333333333333,0.1,0.9,0.8850043272972107,unhealthy,0.8850043272972107,sensor
CAP_20260830_151503,2026-08-30 15:15:03,P07,214.751708984375,healthy,0.9992388486862183,0.0007611513137817383,unhealthy,0.9833333333333333,0.9833333333333333,0.1,0.9,0.8850761151313782,unhealthy,0.8850761151313782,sensor
CAP_20260830_151503,2026-08-30 15:15:03,P08,214.751708984375,healthy,0.8052072525024414,0.1947927474975586,unhealthy,0.9833333333333333,0.9833333333333333,0.1,0.9,0.9044792747497559,unhealthy,0.9044792747497559,sensor
CAP_20260830_151503,2026-08-30 15:15:03,P09,214.751708984375,healthy,0.9581389427185059,0.04186105728149414,unhealthy,0.9833333333333333,0.9833333333333333,0.1,0.9,0.8891861057281494,unhealthy,0.8891861057281494,sensor
CAP_20260830_151503,2026-08-30 15:15:03,P10,214.751708984375,healthy,0.9960901141166687,0.003909885883331299,unhealthy,0.9833333333333333,0.9833333333333333,0.1,0.9,0.8853909885883331,unhealthy,0.8853909885883331,sensor
CAP_20260830_151503,2026-08-30 15:15:03,P11,214.751708984375,healthy,0.9908726811408997,0.009127318859100342,unhealthy,0.9833333333333333,0.9833333333333333,0.1,0.9,0.88591273188591,unhealthy,0.88591273188591,sensor
CAP_20260830_151503,2026-08-30 15:15:03,P12,214.751708984375,healthy,0.8837805390357971,0.11621946096420288,unhealthy,0.9833333333333333,0.9833333333333333,0.1,0.9,0.8966219460964203,unhealthy,0.8966219460964203,sensor
CAP_20260830_153004,2026-08-30 15:30:04,P01,158.24197387695312,healthy,0.9987756609916687,0.0012243390083312988,unhealthy,0.99,0.99,0.1,0.9,0.8911224339008331,unhealthy,0.8911224339008331,sensor
CAP_20260830_153004,2026-08-30 15:30:04,P02,158.24197387695312,healthy,0.9999983310699463,1.6689300537109375e-06,unhealthy,0.99,0.99,0.1,0.9,0.8910001668930054,unhealthy,0.8910001668930054,sensor
CAP_20260830_153004,2026-08-30 15:30:04,P03,158.24197387695312,healthy,0.9992448091506958,0.0007551908493041992,unhealthy,0.99,0.99,0.1,0.9,0.8910755190849304,unhealthy,0.8910755190849304,sensor
CAP_20260830_153004,2026-08-30 15:30:04,P04,158.24197387695312,healthy,0.8853936195373535,0.11460638046264648,unhealthy,0.99,0.99,0.1,0.9,0.9024606380462646,unhealthy,0.9024606380462646,sensor
CAP_20260830_153004,2026-08-30 15:30:04,P05,158.24197387695312,healthy,0.9992445707321167,0.0007554292678833008,unhealthy,0.99,0.99,0.1,0.9,0.8910755429267884,unhealthy,0.8910755429267884,sensor
CAP_20260830_153004,2026-08-30 15:30:04,P06,158.24197387695312,healthy,0.9999514818191528,4.851818084716797e-05,unhealthy,0.99,0.99,0.1,0.9,0.8910048518180848,unhealthy,0.8910048518180848,sensor
